Proto,Source IP,Source Port,Src netmask,Destination IP,Destination Port,Dst netmask,TCP flags,Data Packets,Data Octets,First time ms,Last time ms,Notes
udp,10.1.1.10,10159,24,10.2.9.19,5060,24,0,342,409600,1670,31670,Host 10.1.1.10 infects host 10.2.9.19
udp,10.2.9.19,5060,24,10.1.1.10,10159,24,0,28,16700,1680,31680,Host 10.1.1.10 infects host 10.2.9.19
udp,10.1.1.10,10160,24,10.2.9.20,5060,24,0,3,300,1690,31690,
udp,10.2.0.10,10001,24,10.3.0.5,5060,24,0,3,300,1700,31700,Host 10.2.0.10 scans network 10.3.0.0/24
udp,10.2.0.10,10002,24,10.3.0.6,5060,24,0,3,300,1710,31710,
udp,10.2.0.10,10003,24,10.3.0.7,5060,24,0,3,300,1720,31720,
udp,10.2.0.10,10004,24,10.3.0.8,5060,24,0,3,300,1730,31730,
udp,10.2.0.10,10005,24,10.3.0.9,5060,24,0,3,300,1740,31740,
udp,10.2.0.10,10006,24,10.3.0.10,5060,24,0,342,409600,1750,31750,Host 10.2.0.10 infects host 10.3.0.10
udp,10.3.0.10,5060,24,10.2.0.10,10006,24,0,28,16700,1760,31760,Host 10.2.0.10 infects host 10.3.0.10
udp,10.2.0.10,10007,24,10.3.0.11,5060,24,0,3,300,1770,31770,
udp,10.2.0.10,10008,24,10.3.0.12,5060,24,0,3,300,1780,31780,
udp,10.2.0.10,10009,24,10.3.0.13,5060,24,0,3,300,1790,31790,
udp,10.2.0.10,10010,24,10.3.0.14,5060,24,0,3,300,1800,31800,
udp,10.2.0.10,10011,24,10.3.0.15,5060,24,0,3,300,1810,31810,
udp,10.2.0.10,10012,24,10.3.0.16,5060,24,0,3,300,1820,31820,
udp,10.2.0.10,10013,24,10.3.0.17,5060,24,0,3,300,1830,31830,
udp,10.2.0.10,10014,24,10.3.0.18,5060,24,0,3,300,1840,31840,
udp,10.2.0.10,10015,24,10.3.0.19,5060,24,0,3,300,1850,31850,
udp,10.2.0.10,10016,24,10.3.0.20,5060,24,0,3,300,1860,31860,
udp,10.2.0.10,10017,24,10.3.1.5,5060,24,0,3,300,1870,31870,Host 10.2.0.10 scans network 10.3.1.0/24
udp,10.2.0.10,10018,24,10.3.1.6,5060,24,0,3,300,1880,31880,
udp,10.2.0.10,10019,24,10.3.1.7,5060,24,0,3,300,1890,31890,
udp,10.2.0.10,10020,24,10.3.1.8,5060,24,0,3,300,1900,31900,
udp,10.2.0.10,10021,24,10.3.1.9,5060,24,0,3,300,1910,31910,
udp,10.2.0.10,10022,24,10.3.1.10,5060,24,0,3,300,1920,31920,
udp,10.2.0.10,10023,24,10.3.1.11,5060,24,0,342,409600,1930,31930,Host 10.2.0.10 infects host 10.3.1.11
udp,10.3.1.11,5060,24,10.2.0.10,10023,24,0,28,16700,1940,31940,Host 10.2.0.10 infects host 10.3.1.11
udp,10.2.0.10,10024,24,10.3.1.12,5060,24,0,3,300,1950,31950,
udp,10.2.0.10,10025,24,10.3.1.13,5060,24,0,3,300,1960,31960,
udp,10.2.0.10,10026,24,10.3.1.14,5060,24,0,3,300,1970,31970,
udp,10.2.0.10,10027,24,10.3.1.15,5060,24,0,3,300,1980,31980,
udp,10.2.0.10,10028,24,10.3.1.16,5060,24,0,3,300,1990,31990,
udp,10.2.0.10,10029,24,10.3.1.17,5060,24,0,3,300,2000,32000,
udp,10.2.0.10,10030,24,10.3.1.18,5060,24,0,3,300,2010,32010,
udp,10.2.0.10,10031,24,10.3.1.19,5060,24,0,3,300,2020,32020,
udp,10.2.0.10,10032,24,10.3.1.20,5060,24,0,3,300,2030,32030,
udp,10.2.0.10,10033,24,10.3.2.5,5060,24,0,3,300,2040,32040,Host 10.2.0.10 scans network 10.3.2.0/24
udp,10.2.0.10,10034,24,10.3.2.6,5060,24,0,3,300,2050,32050,
udp,10.2.0.10,10035,24,10.3.2.7,5060,24,0,3,300,2060,32060,
udp,10.2.0.10,10036,24,10.3.2.8,5060,24,0,3,300,2070,32070,
udp,10.2.0.10,10037,24,10.3.2.9,5060,24,0,3,300,2080,32080,
udp,10.2.0.10,10038,24,10.3.2.10,5060,24,0,3,300,2090,32090,
udp,10.2.0.10,10039,24,10.3.2.11,5060,24,0,3,300,2100,32100,
udp,10.2.0.10,10040,24,10.3.2.12,5060,24,0,342,409600,2110,32110,Host 10.2.0.10 infects host 10.3.2.12
udp,10.3.2.12,5060,24,10.2.0.10,10040,24,0,28,16700,2120,32120,Host 10.2.0.10 infects host 10.3.2.12
udp,10.2.0.10,10041,24,10.3.2.13,5060,24,0,3,300,2130,32130,
udp,10.2.0.10,10042,24,10.3.2.14,5060,24,0,3,300,2140,32140,
udp,10.2.0.10,10043,24,10.3.2.15,5060,24,0,3,300,2150,32150,
udp,10.2.0.10,10044,24,10.3.2.16,5060,24,0,3,300,2160,32160,
udp,10.2.0.10,10045,24,10.3.2.17,5060,24,0,3,300,2170,32170,
udp,10.2.0.10,10046,24,10.3.2.18,5060,24,0,3,300,2180,32180,
udp,10.2.0.10,10047,24,10.3.2.19,5060,24,0,3,300,2190,32190,
udp,10.2.0.10,10048,24,10.3.2.20,5060,24,0,3,300,2200,32200,
udp,10.2.0.10,10049,24,10.3.3.5,5060,24,0,3,300,2210,32210,Host 10.2.0.10 scans  network 10.3.3.0/24
udp,10.2.0.10,10050,24,10.3.3.6,5060,24,0,3,300,2220,32220,
udp,10.2.0.10,10051,24,10.3.3.7,5060,24,0,3,300,2230,32230,
udp,10.2.0.10,10052,24,10.3.3.8,5060,24,0,3,300,2240,32240,
udp,10.2.0.10,10053,24,10.3.3.9,5060,24,0,3,300,2250,32250,
udp,10.2.0.10,10054,24,10.3.3.10,5060,24,0,3,300,2260,32260,
udp,10.2.0.10,10055,24,10.3.3.11,5060,24,0,3,300,2270,32270,
udp,10.2.0.10,10056,24,10.3.3.12,5060,24,0,3,300,2280,32280,
udp,10.2.0.10,10057,24,10.3.3.13,5060,24,0,342,409600,2290,32290,Host 10.2.0.10 infects host 10.3.3.13
udp,10.3.3.13,5060,24,10.2.0.10,10057,24,0,28,16700,2300,32300,Host 10.2.0.10 infects host 10.3.3.13
udp,10.2.0.10,10058,24,10.3.3.14,5060,24,0,3,300,2310,32310,
udp,10.2.0.10,10059,24,10.3.3.15,5060,24,0,3,300,2320,32320,
udp,10.2.0.10,10060,24,10.3.3.16,5060,24,0,3,300,2330,32330,
udp,10.2.0.10,10061,24,10.3.3.17,5060,24,0,3,300,2340,32340,
udp,10.2.0.10,10062,24,10.3.3.18,5060,24,0,3,300,2350,32350,
udp,10.2.0.10,10063,24,10.3.3.19,5060,24,0,3,300,2360,32360,
udp,10.2.0.10,10064,24,10.3.3.20,5060,24,0,3,300,2370,32370,
udp,10.2.0.10,10065,24,10.3.4.5,5060,24,0,3,300,2380,32380,Host 10.2.0.10 scans network 10.3.4.0/24
udp,10.2.0.10,10066,24,10.3.4.6,5060,24,0,3,300,2390,32390,
udp,10.2.0.10,10067,24,10.3.4.7,5060,24,0,3,300,2400,32400,
udp,10.2.0.10,10068,24,10.3.4.8,5060,24,0,3,300,2410,32410,
udp,10.2.0.10,10069,24,10.3.4.9,5060,24,0,3,300,2420,32420,
udp,10.2.0.10,10070,24,10.3.4.10,5060,24,0,3,300,2430,32430,
udp,10.2.0.10,10071,24,10.3.4.11,5060,24,0,3,300,2440,32440,
udp,10.2.0.10,10072,24,10.3.4.12,5060,24,0,3,300,2450,32450,
udp,10.2.0.10,10073,24,10.3.4.13,5060,24,0,3,300,2460,32460,
udp,10.2.0.10,10074,24,10.3.4.14,5060,24,0,342,409600,2470,32470,Host 10.2.0.10 infects host 10.3.4.14
udp,10.3.4.14,5060,24,10.2.0.10,10074,24,0,28,16700,2480,32480,Host 10.2.0.10 infects host 10.3.4.14
udp,10.2.0.10,10075,24,10.3.4.15,5060,24,0,3,300,2490,32490,
udp,10.2.0.10,10076,24,10.3.4.16,5060,24,0,3,300,2500,32500,
udp,10.2.0.10,10077,24,10.3.4.17,5060,24,0,3,300,2510,32510,
udp,10.2.0.10,10078,24,10.3.4.18,5060,24,0,3,300,2520,32520,
udp,10.2.0.10,10079,24,10.3.4.19,5060,24,0,3,300,2530,32530,
udp,10.2.0.10,10080,24,10.3.4.20,5060,24,0,3,300,2540,32540,
udp,10.2.0.10,10081,24,10.3.5.5,5060,24,0,3,300,2550,32550,Host 10.2.0.10 scans network 10.3.5.0/24
udp,10.2.0.10,10082,24,10.3.5.6,5060,24,0,3,300,2560,32560,
udp,10.2.0.10,10083,24,10.3.5.7,5060,24,0,3,300,2570,32570,
udp,10.2.0.10,10084,24,10.3.5.8,5060,24,0,3,300,2580,32580,
udp,10.2.0.10,10085,24,10.3.5.9,5060,24,0,3,300,2590,32590,
udp,10.2.0.10,10086,24,10.3.5.10,5060,24,0,3,300,2600,32600,
udp,10.2.0.10,10087,24,10.3.5.11,5060,24,0,3,300,2610,32610,
udp,10.2.0.10,10088,24,10.3.5.12,5060,24,0,3,300,2620,32620,
udp,10.2.0.10,10089,24,10.3.5.13,5060,24,0,3,300,2630,32630,
udp,10.2.0.10,10090,24,10.3.5.14,5060,24,0,3,300,2640,32640,
udp,10.2.0.10,10091,24,10.3.5.15,5060,24,0,342,409600,2650,32650,Host 10.2.0.10 infects host 10.3.5.15
udp,10.3.5.15,5060,24,10.2.0.10,10091,24,0,28,16700,2660,32660,Host 10.2.0.10 infects host 10.3.5.15
udp,10.2.0.10,10092,24,10.3.5.16,5060,24,0,3,300,2670,32670,
udp,10.2.0.10,10093,24,10.3.5.17,5060,24,0,3,300,2680,32680,
udp,10.2.0.10,10094,24,10.3.5.18,5060,24,0,3,300,2690,32690,
udp,10.2.0.10,10095,24,10.3.5.19,5060,24,0,3,300,2700,32700,
udp,10.2.0.10,10096,24,10.3.5.20,5060,24,0,3,300,2710,32710,
udp,10.2.0.10,10097,24,10.3.6.5,5060,24,0,3,300,2720,32720,Host 10.2.0.10 scans network 10.3.6.0/24
udp,10.2.0.10,10098,24,10.3.6.6,5060,24,0,3,300,2730,32730,
udp,10.2.0.10,10099,24,10.3.6.7,5060,24,0,3,300,2740,32740,
udp,10.2.0.10,10100,24,10.3.6.8,5060,24,0,3,300,2750,32750,
udp,10.2.0.10,10101,24,10.3.6.9,5060,24,0,3,300,2760,32760,
udp,10.2.0.10,10102,24,10.3.6.10,5060,24,0,3,300,2770,32770,
udp,10.2.0.10,10103,24,10.3.6.11,5060,24,0,3,300,2780,32780,
udp,10.2.0.10,10104,24,10.3.6.12,5060,24,0,3,300,2790,32790,
udp,10.2.0.10,10105,24,10.3.6.13,5060,24,0,3,300,2800,32800,
udp,10.2.0.10,10106,24,10.3.6.14,5060,24,0,3,300,2810,32810,
udp,10.2.0.10,10107,24,10.3.6.15,5060,24,0,3,300,2820,32820,
udp,10.2.0.10,10108,24,10.3.6.16,5060,24,0,342,409600,2830,32830,Host 10.2.0.10 infects host 10.3.6.16
udp,10.3.6.16,5060,24,10.2.0.10,10108,24,0,28,16700,2840,32840,Host 10.2.0.10 infects host 10.3.6.16
udp,10.2.0.10,10109,24,10.3.6.17,5060,24,0,3,300,2850,32850,
udp,10.2.0.10,10110,24,10.3.6.18,5060,24,0,3,300,2860,32860,
udp,10.2.0.10,10111,24,10.3.6.19,5060,24,0,3,300,2870,32870,
udp,10.2.0.10,10112,24,10.3.6.20,5060,24,0,3,300,2880,32880,
udp,10.2.0.10,10113,24,10.3.7.5,5060,24,0,3,300,2890,32890,Host 10.2.0.10 scans network 10.3.7.0/24
udp,10.2.0.10,10114,24,10.3.7.6,5060,24,0,3,300,2900,32900,
udp,10.2.0.10,10115,24,10.3.7.7,5060,24,0,3,300,2910,32910,
udp,10.2.0.10,10116,24,10.3.7.8,5060,24,0,3,300,2920,32920,
udp,10.2.0.10,10117,24,10.3.7.9,5060,24,0,3,300,2930,32930,
udp,10.2.0.10,10118,24,10.3.7.10,5060,24,0,3,300,2940,32940,
udp,10.2.0.10,10119,24,10.3.7.11,5060,24,0,3,300,2950,32950,
udp,10.2.0.10,10120,24,10.3.7.12,5060,24,0,3,300,2960,32960,
udp,10.2.0.10,10121,24,10.3.7.13,5060,24,0,3,300,2970,32970,
udp,10.2.0.10,10122,24,10.3.7.14,5060,24,0,3,300,2980,32980,
udp,10.2.0.10,10123,24,10.3.7.15,5060,24,0,3,300,2990,32990,
udp,10.2.0.10,10124,24,10.3.7.16,5060,24,0,3,300,3000,33000,
udp,10.2.0.10,10125,24,10.3.7.17,5060,24,0,342,409600,3010,33010,Host 10.2.0.10 infects host 10.3.7.17
